UID,Item,Type,Sub-type,Slots,Vendor Price,Market Price,Max,Current,Notes
b731be1c-5114-42e2-913b-78c6e0e1b1f5,AK-102 5.56x45 muzzle brake-compensator (6P44 0-20) (6P44 0-20),Weapon_parts,,1,337,"5,000",,0,
a7780a37-f0d8-4c85-a494-05fde32614fe,Thunder Beast Arms 223CB 5.56x45 muzzle brake (223CB),Weapon_parts,,1,"4,021","13,320",,0,
a0ba54e2-a533-42b8-8ccd-83ec74fb30c0,AR-15 TROY Claymore 5.56x45 muzzle brake (Claymore),Weapon_parts,Muzzle devices,1,"4,396","8,450",0,0,
28075839-f375-47ae-a39e-6456d78d7f69,AK-104 7.62x39 muzzle brake-compensator (6P46 0-20) (6P46 0-20),Weapon_parts,,1,336,"19,105",,0,
f96ca75c-1fc2-4550-b061-f0e1785438a6,AAC Blackout 51T 5.56x45 flash hider (51T 556),Weapon_parts,Muzzle devices,1,"3,443","13,590",0,0,
522d5e6b-0bae-4d1e-8b08-186b32b6301e,M14 Yankee Hill Phantom 7.62x51 muzzle brake-compensator (Phantom 762),Weapon_parts,,1,"3,633","5,089",,0,
b376275a-9e0a-444b-a0c7-2e1e601ffad0,Mosin Rifle Tacfire Tanker Style muzzle brake (Mosin Tanker),Weapon_parts,,1,"1,982","9,256",,0,
41650c73-3e39-4118-949d-f032c8497ca9,DVL-10 muzzle device (DVL-10 MD),Weapon_parts,,1,"2,937","28,743",,0,
9f94a1ef-78e5-484b-a68b-055fe2e80556,RPK-16 5.45x39 muzzle brake-compensator (RPK-16),Weapon_parts,,1,532,"9,321",,0,
8d9f3b94-144f-4a65-b07f-dfc3f1e74bc9,AK 7.62x39 SRVV muzzle brake-compensator (SRVV AKM),Weapon_parts,,1,"3,338","19,098",,0,
98ed4587-d84c-4339-ad65-92e9e17c1abe,AK-74 5.45x39 SRVV muzzle brake (SRVV AK74),Weapon_parts,,1,"3,170","21,263",,0,
3c6af1ca-c91a-4a7f-9c45-96dcef0778e3,ASh-12 12.7x55 muzzle brake-compensator (ASh-12),Weapon_parts,Muzzle devices,1,"3,416","10,660",1,0,
30e162a6-d9f6-42f6-a710-de708c99216b,M14 Smith Enterprise Vortex 7.62x51 muzzle brake-compensator (M14 Vortex),Weapon_parts,,1,"3,026","6,024",,0,
0fa2c3cb-de48-4104-ad1c-12954d6796c6,SV-98 7.62x54R thread adapter (SV98 thr.),Weapon_parts,,1,"2,698","42,123",,0,
214f02c5-546f-4220-bed7-60082c534a07,P226 9x19 TJ's Custom compensator (P226 TJC),Weapon_parts,,1,"1,568","5,212",,0,
9521f4e6-77cb-4231-b32e-dfbc64fd5e15,AK Zenit DTK-1 7.62x39/5.45x39 muzzle brake-compensator (DTK-1),Weapon_parts,,1,"2,369","11,353",,0,
83c73d1a-cc44-4d99-978e-ed6e77a6f803,ORSIS T-5000M muzzle brake-compensator (T-5000M),Weapon_parts,Muzzle devices,1,"2,552","11,574",0,0,
68e2a7d0-d2c6-491f-b08d-a37bde7cfee2,AAC Blackout 51T 7.62x51 flash hider (51T 762),Weapon_parts,,1,"2,576","22,235",,0,
75e46626-374d-4de0-bdee-2b4c0940ebc0,Desert Tech 5.56x45 flash hider (MDR 556),Weapon_parts,,1,"2,369","12,794",,0,
5980e123-e53e-438f-986d-d8ec80100e88,AR-15 SureFire WarComp 5.56x45 flash hider (WarComp 556),Weapon_parts,,1,"2,688","22,985",,0,
1c86b162-0cb5-450b-8f22-794891b2ea1b,AK-103 7.62x39 muzzle brake-compensator (AK-103),Weapon_parts,,1,336,653,,0,
36dbc7c6-b861-4bc9-a9df-fb458954b88b,"Glock 9x19 CARVER Custom ""Decelerator 3 Port"" compensator (G 3Port)",Weapon_parts,,1,"2,830","7,927",,0,
ed17670b-c0b7-440f-9e80-8cec1c081c06,M1A National Match 7.62x51 muzzle brake-compensator (NM),Weapon_parts,,1,"2,665","10,819",,0,
d432d0d2-2302-4403-8f25-f62567010194,DVL-10 M2 muzzle brake (DVL-10 M2),Weapon_parts,,1,"2,552","10,470",,0,
761c04d3-5a94-417d-840a-9df19a9ebe86,TT PM-Laser DTK-TT muzzle brake-compensator (DTK-TT),Weapon_parts,Muzzle devices,1,"2,128","11,411",0,0,
74d52bae-212e-4db6-a68b-24cb58ea30dd,AK-101 5.56x45 muzzle brake-compensator (AK-101),Weapon_parts,,1,336,"5,000",,0,
29301ff6-ec2e-4cf8-bcd3-dfca918cfaee,HK MP7A1 4.6x30 flash hider (MP7A1),Weapon_parts,,1,510,"13,244",,0,
9c380062-3d39-4c69-ba80-7fc3a0a6d75f,AK Spikes Tactical Dynacomp 7.62x39 muzzle brake-compensator (Dynacomp AK),Weapon_parts,Muzzle devices,1,"2,184","12,268",0,0,
cc790d41-4e18-4cd4-b4af-a2e467b74adb,Glock 9x19 Alpha Wolf bullnose compensator (G AW),Weapon_parts,,1,"1,568","5,691",,0,
34b9bd86-93e6-431b-a1ae-afe2ee705fc2,Noveske KX3 5.56x45 flash hider (KX3 556),Weapon_parts,,1,"4,053","9,040",,0,
21d96940-117e-4a12-a735-2a26b1177939,"VPO-136 ""Vepr-KM"" 7.62x39 muzzle brake & compensator (VPO136)",Weapon_parts,,1,336,"6,809",,0,
e00bc0c5-3981-4e2d-92e3-5f7363806158,Glock 9x19 Lone Wolf LWD-COMP9 compensator (LWD-COMP9),Weapon_parts,Muzzle devices,1,"1,884","7,648",0,0,
227c2730-244d-4ef5-8025-41573df36ba5,FN P90 5.7x28 flash hider (P90),Weapon_parts,,1,896,"9,920",,0,
d299cc6e-4bd1-4984-be7c-99cd28deba56,SA-58 7.62x51 Austrian Style muzzle brake (SA58 AUT),Weapon_parts,Assault rifle,1,"1,310","6,842",1,0,
7966cb74-956f-4db1-bfde-6512b6a037db,SVDS 7.62x54R muzzle brake-compensator (SVDS),Weapon_parts,,1,337,"23,349",,0,
fb2563a5-400a-4081-bf6b-568fe1743511,AR-15 ADAR 2-15 5.56x45 flash hider (ADAR),Weapon_parts,,1,508,"14,553",,0,
61103056-2dd1-4074-b79a-78b5a79cd5d1,SV-98 muzzle device (SV98 MD),Weapon_parts,,1,838,"22,118",,0,
8c0eb8e0-cf3c-4859-9608-575345ca3fe1,AR-15 Colt USGI A2 5.56x45 flash hider (USGI A2),Weapon_parts,,1,750,"6,106",,0,
4cc08529-3700-4564-84df-0bdd05b9bd3f,AK 7.62x39 Taktika Tula muzzle adapter (TT AK),Weapon_parts,Muzzle devices,1,344,"6,554",0,0,
cf435482-157a-4f2f-a67e-9483fbb4dfc8,AK-74M 5.45x39 muzzle brake-compensator (6P20 0-20) (6P20 0-20),Weapon_parts,,1,337,"16,854",,0,
2b92cfeb-22e8-4724-91c9-8882212b3bc2,MPX A2 9x19 flash hider (MPX A2),Weapon_parts,,1,506,"9,518",,0,
5f8435b1-7263-40c8-84d7-fc1066b6fe5f,AKML system 7.62x39 flash hider (AKML),Weapon_parts,,1,339,"10,229",,0,
f41179e1-9d8b-4016-9566-cc566906cb8a,AK-74 5.45x39 muzzle brake-compensator (6P20 0-20) (6P20 0-20),Weapon_parts,,1,389,"5,575",,0,
de04ba9e-a192-473f-81f2-61dd39a927fc,AKS-74U 5.45x39 muzzle brake (6P26 0-20) (6P26 0-20),Weapon_parts,,1,403,"4,470",,0,
3a02e3d3-69d7-4592-9435-9ab452c5d26c,VPO-209 thread protector (209 thr.),Weapon_parts,,1,336,"1,222",,0,
27fc3584-dcea-40a2-b292-dc36d3c25fc0,AKM 7.62x39 muzzle brake-compensator (6P1 0-14) (6P1 0-14),Weapon_parts,,1,340,"2,553",,0,
233632cd-b756-45b5-91c2-52e74ab7721e,Saiga-9 9x19 muzzle brake-compensator (Saiga-9),Weapon_parts,,1,280,"4,175",,0,
37be1b98-c64f-4b01-a15f-b5303369723e,M1A SOCOM 16 7.62x51 muzzle brake-compensator (SOCOM16 M1A),Weapon_parts,Muzzle devices,1,"1,200","8,633",,0,
f8bd6c0d-6486-4119-9c8c-0e1eb3b50f91,M1A Smith Enterprise SOCOM 16 7.62x51 threaded muzzle brake & gas block (SOCOM16 thr.),Weapon_parts,Muzzle devices,1,"2,749","16,488",,0,
4f97b691-fec8-4764-b0d1-c575029c671b,Trijicon REAP-IR scope eyecup (REAP-IR cup),Weapon_parts,,1,199,"13,558",,0,
d95b17b2-01b0-45b0-9df1-2661db741f9f,"KAC ""URX 3/3.1"" long panel (URX long)",Weapon_parts,,1,980,"18,560",,0,
1c1b1bf7-4970-4b7e-936c-113575fad699,SV-98 anti-heat ribbon (SV98 HR),Weapon_parts,,1,"1,312","11,181",,0,
c16f90a6-f858-4723-bc4f-e975b0ff01de,"KAC ""URX 3/3.1"" stopper panel (URX stop)",Weapon_parts,,1,"1,596","15,169",,0,
2af5d128-4b73-4b9b-b3b8-d4cd85229b72,"KAC ""URX 3/3.1"" short panel (URX short)",Weapon_parts,Auxiliary parts,1,672,"15,977",0,0,
731f901e-3311-479a-8fbe-4a67a7190dba,Armasight Vulcan MG scope eyecup (Vulcan MG),Weapon_parts,,1,394,"18,305",,0,
e7ce1594-9281-47f9-be44-87d0f9fc8110,SV-98 sound suppressor heat shield (SV98 HS),Weapon_parts,,1,224,"11,333",,0,
585c9853-ec7c-47f0-ad21-75f97ebcbe8e,KMZ 1P59 scope eyecup (1P59 cup),Weapon_parts,,1,323,"13,722",,0,
afa6c1f6-f3ca-4c81-9432-9be406d6ec3d,PSO scope eyecup (PSO eyecup),Weapon_parts,,1,155,"74,817",,0,
5915d435-e36a-444f-ba6e-2c83240389d3,NPZ USP-1 scope eyecup (USP-1 cup),Weapon_parts,,1,155,"7,308",,0,
7af25ea8-75c5-431c-8f8c-2b9e4214eced,FAB Defense protection cap for AGR-870 (AGR-870 cap),Weapon_parts,,1,144,"11,193",,0,
cd77e636-3238-49c6-818b-839c5d43c14a,NSPU-M scope eyecup (NSPU-M cup),Weapon_parts,,1,146,"1,252",,0,
85f87303-ac9b-4a61-9cb0-de00e82e75bb,Glock ZEV Tech sight mount cap (G ZT cap),Weapon_parts,,1,56,"14,677",,0,
60a63e51-d9be-4309-9414-9d83334b5aa7,Axion Kobra sight shade (Kobra),Weapon_parts,,1,56,"3,037",,0,
36a06ccd-6920-4f5b-b677-72faaf8a5e51,Lantac BMD Blast Mitigation Device A3 direct thread adapter (BMD A3),Weapon_parts,Muzzle devices,1,"1,680","28,176",0,0,Fits M700
66a836d6-a943-445e-afdf-79b4c03691dd,"PP-91-01 ""Kedr-B"" muzzle thread piece (PP9101 thr.)",Weapon_parts,,1,"2,862","12,790",,0,
d3b7cb88-5887-4dec-be26-2f02df569671,Glock 9x19 Alpha Wolf thread protector (G AW thr.),Weapon_parts,,1,394,"12,179",,0,
0de105ac-a511-4e54-b612-61e49b374339,MP9 9x19 sound suppressor adapter (MP9 adpt.),Weapon_parts,,1,"2,436","4,350",,0,
07efc77e-4946-44f0-a145-270a8c94bcf5,Gemtech ONE direct thread mount adapter (ONE mount),Weapon_parts,,1,"2,223","36,424",,0,
e4fefc45-fdbd-41e2-8f17-91e46ebe4790,Remington Tactical Choke 12ga (RTC 12ga),Weapon_parts,Muzzle devices,1,"1,558","15,077",0,0,
6efe7367-cf5f-4204-921b-d65c37d6eef0,SilencerCo Hybrid 46 Direct Thread Mount adapter (DT Hybrid),Weapon_parts,Muzzle devices,1,"2,307","18,049",0,0,
dbde1568-1051-4814-885d-0fe845f18089,Glock 9x19 Double Diamond thread protector (G DD thr.),Weapon_parts,,1,394,"10,639",,0,
0a9240e7-ab05-4c75-8b5a-2bc2d385144c,HK MP5 3-lug thread protector (MP5 3Lug),Weapon_parts,,1,"1,549","21,429",,0,
63292923-cf24-4aef-9105-17bd5f1cd736,HK MP5 3-lug threaded muzzle protector (MP5 3Lug),Weapon_parts,,1,"1,663","47,879",,0,
fba271d5-7ae7-468e-9b33-5922d8f4d8c3,Mosin Rifle 7.62x54R Tiger Rock thread adapter (TR thr.),Weapon_parts,,1,"1,652","11,144",,0,
fa7f18bf-a8e2-4c99-9a3f-9b18801cb840,SVDS Rotor 43 thread adapter (SVDS thr.),Weapon_parts,,1,"1,008","25,509",,0,
4980ba89-5acc-4dc5-9031-89d5e741686b,GK-02 12ga muzzle brake (GK-02),Weapon_parts,,1,"2,266","13,075",,0,
f3353ad0-06ab-4246-9699-fa35b630cf18,ME Cylinder 12ga muzzle adapter (Cylinder 12ga),Weapon_parts,,1,"1,204","11,649",,0,
02942460-ae8e-4200-ae6f-20e0fe10bd79,Mosin Rifle 7.62x54R Weapon Tuning thread adapter (WT1052),Weapon_parts,,1,"1,064","10,973",,0,
499c1d2f-879f-4186-93ed-75678b2bcec0,SKS 7.62x39 Weapon Tuning thread adapter (WT0032_1),Weapon_parts,,1,"1,036","20,590",,0,
898fc88b-6e17-4252-ac5b-0aeae032657f,SilencerCo Salvo 12 thread adapter (12ga thr.),Weapon_parts,,1,448,"16,617",,0,
221e3dc0-054c-411d-99ed-b0175ef27cc9,Mosin Rifle 7.62x54R Custom thread adapter (Mosin thr.),Weapon_parts,,1,840,"1,500",,0,
0c909259-1cd1-4a4d-ba93-de6ea664c3ea,"VPO-215 ""Gornostay"" thread protection cap (215 cap)",Weapon_parts,,1,112,200,,0,
fa3aebec-d7e5-493c-91c2-a237b868cd1e,Glock SAI thread protector (G SAI thr.),Weapon_parts,,1,564,"9,661",,0,
2fab1ed2-0ae1-4ff1-ac4c-28e8bbd22fa4,P226 thread protection cap (P226 thr. cap),Weapon_parts,,1,224,"55,454",,0,
1d6d8885-5f85-47df-935e-d7eafb5dbd94,SOK-12 thread protection tube (SOK-12 thr.),Weapon_parts,,1,393,"49,499",,0,
18547102-f794-4dad-97f5-8a6aad414ca9,Remington M700 thread protection cap (Stainless steel) (M700 cap),Weapon_parts,,1,336,600,,0,
471b86ee-0d3a-4085-90a8-d1a2b70edc81,M9A3 thread protection cap (M9A3 cap),Weapon_parts,,1,168,"3,000",,0,
59b7b9be-17c6-4fea-abc7-6a37693b87e0,"AR-10 KAC ""URX 4"" 14.5 inch handguard (URX4 14.5"")",Weapon_parts,Handguard,3,"9,240","23,098",0,0,
6f9dd21e-39a1-47e0-9e26-988d4246e10c,HK MP5K polymer handguard (MP5K),Weapon_parts,Handguard,1,"1,607","10,128",,0,
9d80a2f2-ab0a-45a9-858e-15d98e8c5409,AK 5.45 Design Aggressor handguard (Aggressor),Weapon_parts,Handguard,1,"10,864","33,285",,0,
b296346a-de95-4830-802e-0a283ce9f809,AK Vltor CMRD KeyMod handguard (CMRD),Weapon_parts,Handguard,2,"15,736","41,653",0,0,
100be88c-7dd2-470e-8368-ba71d8629592,AK Hexagon tubular handguard (Hexagon AK),Weapon_parts,Handguard,2,"16,710","18,140",0,0,
d5b1b5d7-0632-4418-b40d-38bc1e10e0dc,SA-58 quad rail handguard (SA58 4Rail),Weapon_parts,Handguard,2,"4,837","16,037",,0,
d2c2cc62-f683-416e-8834-11fd688e56fc,RPK-16 handguard (RPK-16),Weapon_parts,Handguard,2,"4,340","17,951",,0,
9eb12502-fc69-4b70-8203-fb5ac51454df,AK Zenit B-10M handguard with B-19 upper mount (B10M+B19),Weapon_parts,Handguard,1,"7,463","22,302",,0,
0e6c58e5-b9ae-4bc0-a214-f60b8d32ee8a,AK Magpul MOE AKM handguard (Black) (MOE AKM),Weapon_parts,Handguard,1,"9,091","19,230",,0,
843e831c-0a04-4ebf-9fb4-4c90c129a4f3,"AR-15 KAC ""URX 3"" 8 inch handguard (URX3 8"")",Weapon_parts,Handguard,2,"9,352","19,890",0,0,
300ccfd2-3876-4710-b724-44a93f38ccf4,"AR-10 Noveske SWS N6 10.5 inch handguard (SWS N6 10.5"")",Weapon_parts,Handguard,2,"10,752","13,992",,0,
a8c13af4-40c2-40db-87ab-9458e8272d20,"AR-15 KAC ""URX 3.1"" 10.75 inch handguard (URX3.1 10.75"")",Weapon_parts,Handguard,2,"10,528","22,119",0,0,
1194ddf0-4a83-447c-80a6-0a5346cc538a,AKS-74U CAA XRSU47SU tactical handguard (XRSU47SU),Weapon_parts,Handguard,2,"12,370","33,178",,0,
f6aac8bf-8277-405a-8e8b-2c01e0329b97,AK Strike Industries TRAX 2 handguard extension (TRAX 2),Weapon_parts,Handguard,1,"4,065","12,426",,0,
d371a71c-c371-4e0c-aaf8-bc6df48ec21e,AK CAA RS47 handguard (RS47),Weapon_parts,Handguard,1,"5,957","14,439",,0,
c99cf7cb-bab9-48f0-b626-150e12ed1c1b,"AR-15 SAI 14.5 inch QD Rail handguard (SAI QD 14.5"")",Weapon_parts,Handguard,3,"16,296","95,122",0,0,
62c56f0e-c307-412c-aebb-7c28e1a1e744,AR-15 Daniel Defense RIS II 12.25 handguard (RIS II 12.25 FDE),Weapon_parts,Handguard,2,"9,744","25,066",0,0,
cfc3e5ce-7938-4f2b-a4d3-8901e29f87ed,"MPX Midwest Industries 4.5 inch M-LOK handguard (MPX Midwest 4.5"")",Weapon_parts,Handguard,1,"3,584","9,712",0,0,
1eaecb4f-9667-49c0-a80a-9b2d5ab5a90b,MDR handguard (MDR),Weapon_parts,Handguard,2,"4,852","130,320",,0,
2cd7e49d-2bd0-4eeb-964b-3e9e1d2f9fc9,ORSIS T-5000M handguard (T-5000M),Weapon_parts,Handguard,2,"3,640","6,500",0,0,
61253c5a-8480-4118-b151-2501dbf1e9d8,DVL-10 M2 handguard (DVL-10 M2),Weapon_parts,Handguard,2,"3,511","11,476",0,0,
b99527f0-37fe-45be-b45c-a78bcf59b821,M870 Magpul MOE handguard (MOE 870),Weapon_parts,Handguard,2,"4,397","46,605",,0,
c0ba9f17-5d69-4f0f-bdf4-01fb0f663a4a,AR-15 Alexander Arms MK10 rifle length handguard (MK10 RL),Weapon_parts,Handguard,2,"10,049","18,450",,0,
d69405b7-ebdf-4aff-8a19-00227511fe2a,"MPX Lancer OEM 14 inch M-LOK handguard (MPX OEM 14"")",Weapon_parts,Handguard,2,"7,952","19,522",,0,
2f49c487-e7b6-40f4-b58b-172d2a62ebe8,Remington R11 RSASS handguard (RSASS),Weapon_parts,Handguard,2,"9,382","24,406",,0,
e78e6228-f462-42d5-af0f-c74ba86427c7,HK MP5 CAA HX-5 handguard (MP5 HX-5),Weapon_parts,Handguard,2,"8,064","25,290",0,0,
eff63632-4711-46c2-abaa-0ac14cfaf171,"AR-15 STNGR VYPR 10 inch M-LOK handguard (VYPR 10"")",Weapon_parts,Handguard,2,"8,120","16,614",,0,
1d19c0d7-0bb8-4ab4-86b8-06de5ff150c9,AK Strike Industries TRAX 1 handguard (TRAX 1),Weapon_parts,Handguard,1,"4,438","16,237",,0,
d11eadb3-c0ea-49e3-bcf9-fac5d411b489,AR-15 Daniel Defense RIS II 9.5 handguard (RIS II 9.5 BLK),Weapon_parts,Handguard,2,"8,199","19,129",0,0,
01c2cab2-138a-42c3-814c-0fceb4a392db,AKS-74U Alfa Arms Goliaf handguard (Goliaf),Weapon_parts,Handguard,1,"2,909","11,255",,0,
608051f8-8433-4007-b423-4a6c44b37ee4,"HK 416A5 TROY M-LOK 13 inch handguard (416A5 TROY 13"")",Weapon_parts,Handguard,3,"10,584","14,220",0,0,
e508d8cf-c45d-4736-a71b-f3200bb87f6c,SA-58/FAL Vltor CASV-FAS handguard (CASV-FAS),Weapon_parts,Handguard,2,"7,318","14,133",,0,
0ab9ceb7-dbc4-4692-ae05-ce50a3ff9464,SA-58/FAL Vltor CASV-FAL handguard (CASV-FAL),Weapon_parts,Handguard,2,"9,107","20,294",,0,
29ad723f-89ed-480c-9f52-992fb048029b,SOK-12 Leapers UTG PRO MTU002 Long Top aluminum handguard (MTU002 L),Weapon_parts,Handguard,2,"5,738","17,401",0,0,
5b7cbe6e-f699-4576-ad93-0723fd626ccc,AR-15 War Sport LVOA-C handguard (Black) (LVOA-C),Weapon_parts,Handguard,3,"11,193","48,400",,0,
0fed1482-26b9-4847-95ba-d497656e5d9e,"HK 416A5 Strike Industries CRUX 15 inch M-LOK handguard (416A5 CRUX 15"")",Weapon_parts,Handguard,3,"9,352","30,463",0,0,
bf784e92-6a35-432f-adf9-ecc70dd74f35,"HK 416A5 Midwest Industries 13.5 inch M-LOK handguard (416A5 Midwest 13.5"")",Weapon_parts,Handguard,3,"8,064","12,281",0,0,
b19c855e-a985-4891-ad71-e5087c617614,AR-15 War Sport LVOA-S handguard (Black) (LVOA-S),Weapon_parts,Handguard,2,"9,433","17,648",,0,
389f29a6-76c9-4b37-8874-172ca45a4eb3,AR-15 Daniel Defense RIS II FSP 9.5 handguard (Coyote Brown) (RIS II FSP 9.5 CB),Weapon_parts,Handguard,2,"8,848","21,615",0,0,For ADAR
7b182431-8714-4dd1-bd58-937d5c3f0a6f,AK Magpul Zhukov-U handguard (Black) (Zhukov-U),Weapon_parts,Handguard,2,"10,752","26,165",,0,
fe2f3f05-e11c-43ed-82a6-d1aadc626c77,SVD SAG MK1 chassis (SAG MK1),Weapon_parts,,3,"8,904","19,508",,0,
26487c04-2b56-4253-88b8-21ddcf0b94fe,AR-15 Magpul MOE SL medium length M-LOK handguard (MOE SL),Weapon_parts,Handguard,2,"6,216","14,616",0,0,
7c4536f1-f4d0-4300-bf1d-f82f3f72ca40,AK Krebs Custom UFM KeyMod handguard (UFM),Weapon_parts,Handguard,2,"11,399","14,536",,0,
b8c1745a-a5dd-4626-9884-36062b300091,"AR-15 SAI 10 inch QD Rail handguard (SAI QD 10"")",Weapon_parts,Handguard,2,"13,944","38,497",,0,
f127ea15-33c1-4c3d-bd98-660be6b9d52b,AR-10 Noveske SWS N6 Split handguard (SWS N6 Split),Weapon_parts,Handguard,2,"10,752","22,120",,0,
bd03ca0c-b5c3-493d-8231-69b939528f4c,AR-15 Lone Star Ion Lite handguard (Ion Lite),Weapon_parts,Handguard,3,"11,144","30,163",,0,
a6652a19-92ec-4f64-938e-b9adc6638461,MP-133 custom plastic forestock with rails (MP133 rails),Weapon_parts,Stocks & chassis,2,"5,124","198,335",,0,
e13205f7-43bd-47ad-9503-0f279eddfd0f,WASR-10/63 CAF wooden foregrip (WASR),Weapon_parts,Foregrips,1,"1,680","10,968",0,0,
c00812dd-af4d-46c7-b460-4d878c454a04,"HK 416A5 MRS KeyMod 14 inch handguard (416A5 MRS 14"")",Weapon_parts,Handguard,3,"7,784","16,766",,0,
44db18b1-e639-48f4-9374-17a954d44d55,AR-15 Magpul MOE SL carbine length M-LOK handguard (MOE SL),Weapon_parts,Handguard,2,"4,928","13,094",0,0,
e03bb4c3-c2b9-481e-9366-56a0b77f17e5,HK 416A5 Extended Quad Rail handguard (416A5 4Rail ext.),Weapon_parts,Handguard,3,"6,328","12,181",,0,
65d69809-5a97-4f87-b1d1-82a69c045aef,HK 416A5 Quad Rail handguard with flip-up front sight (416A5 4Rail),Weapon_parts,Handguard,2,"4,676","8,252",,0,
ce9abfe7-a1c1-498e-8778-1b810f311bae,HK MP5 B&T TL-99 aluminum handguard (TL-99),Weapon_parts,Handguard,2,"4,368","18,663",,0,
0597c02b-a4be-45d4-9699-eb29b23aa12a,AKS-74U Zenit B-11 handguard (B-11),Weapon_parts,Handguard,1,"2,909","7,812",,0,
b1cee95c-069e-4257-ba35-3369bacc2045,AK TDI AKM-L handguard (AKM-L),Weapon_parts,Handguard,1,"2,352","10,472",,0,
03838a53-3080-4d97-9a23-d14c523f8374,M1911A1 Wilson Ultralight skeletonized hammer (1911 ULS),Weapon_parts,,1,"2,744","40,515",,0,
0f9b838f-6836-4ce0-b940-b88877e0d2ac,M1911A1 Caspian Arms Trik Trigger (1911 Trik),Weapon_parts,,1,"2,072","16,592",,0,
85d743d1-14da-4ae8-bdaf-6e5142c1e081,M45A1 slide lock (M45A1 SLock),Weapon_parts,Receivers & slides,1,280,500,,0,
423d0927-3c09-47e9-b0ea-94bfcc80c3a6,M45A1 hammer (M45A1 Ham.),Weapon_parts,,1,280,500,,0,
5e8bc506-f380-47d2-9677-f06b8a926239,M45A1 trigger (M45A1 Trig.),Weapon_parts,,1,308,550,,0,
e04b4279-4a60-45cc-814d-ddec04dc8581,AR-15 Rainier Arms Avalanche MOD2 charging handle (Avalanche),Weapon_parts,Charging handle,1,"3,920","33,252",0,0,
3be330b9-2b78-4213-ae81-643716bba9f1,MP-153 12ga 4-shell forend cap (MP153x4),Magazines,Low cap magazine,1,280,"8,746",,0,
275fe105-b798-428f-87db-fe1e53edf998,"AK-74 5.45x39 6L23 ""Plum"" 30-round magazine (6L23)",Magazines,Med cap magazine,2,"1,176","5,806",0,0,
5b1a3591-24e0-426a-ba98-817e9fa9b17f,KS-23M 23x75 3-shell magazine cap (KS-23Mx3),Magazines,Low cap magazine,1,"1,232","15,695",0,0,
dbcbfcf4-6970-4f05-ad31-aadf0d59b8a1,"AK 7.62x39 US Palm ""AK30"" 30-round magazine (FDE) (AK30 FDE)",Magazines,High cap magazine,2,"2,632","23,411",0,0,
ed7a7f08-2efd-434c-8ed9-4545c313d61b,5.56x45 Magpul PMAG 30 GEN M3 STANAG 30-round magazine (FDE) (GEN M3),Magazines,,2,"1,743","28,590",,0,
2e5ff77a-ddc4-4296-93ef-747c9b31237d,AK 7.62x39 Magpul PMAG 30 GEN M3 30-round magazine (Banana) (GEN M3),Magazines,,2,"2,902","30,782",,0,
753e3d7c-a2db-4ef3-9129-31028e986163,Mossberg 590A1 12ga 8-shell magazine cap (590A1x8),Magazines,,1,840,"33,333",,0,
0a3c3398-d9cd-4ed6-bd33-01d61ddd5ea9,M45A1 .45 ACP 7-round magazine (M45A1),Magazines,,1,672,"8,921",,0,
75a957b6-bbdc-4a5a-9109-e2a0f1b94273,100 rounds belt (100),Magazines,,1,577,"1,030",,0,
02ce9d4a-1118-4277-b0e7-dae162e8841c,M1911A1 .45 ACP Mec-Gar 11-round magazine (Mec-Gar),Magazines,,1,"1,176","20,868",,0,
69d3d404-a0c5-4e4c-b5c5-5b646a0351de,Mossberg 590A1 Tactical rail (590 rail),Weapon_parts,Mount,3,"3,304","37,427",,0,
52b53b77-fca7-4196-b19d-1b97b084bb29,Ops-Core Picatinny Rail Adapter mount (PRA),Gear,Mount,1,"6,720","76,919",,0,
f3398b91-16e7-4524-b426-cdfe29ab79e1,Ops-Core Single Clamp Rail Adapter mount (SCRA),Weapon_parts,Mount,1,"6,720","60,764",,0,
89eaf6f3-9f10-468d-838c-cea7e3fda3cf,RFB rail (RFB scope mount),Weapon_parts,Mount,2,"1,478","19,898",,0,
a62db846-ef8e-4fb9-9548-2c797f828489,M1911A1 Weigand Weig-a-tinny rail mount (1911 Weig),Weapon_parts,Mount,1,"1,624","12,641",,0,
02fbd992-ad80-4999-b538-43ee070b26e4,M1911A1 NcSTAR trigger guard mount (1911 TGM),Weapon_parts,,1,"1,288","19,417",,0,
f58df01f-fafb-4373-aa04-10a20cb425b4,RFB handguard rail mount (RFB),Weapon_parts,Mount,1,"1,190","16,638",,0,
c423785e-e790-4976-8d6c-15a79c5320c6,Mossberg 590A1 Magpul SGA stock (SGA 590),Weapon_parts,,2,"4,941","14,995",,0,
4f3f3325-b7d4-4d06-8905-a10a7d56289f,KS-23M wire stock (KS23M steel),Weapon_parts,,2,"1,064","23,703",,0,
b9b5e39f-9aac-468d-ad33-dffe66a03135,KS-23 wooden stock (KS23 wood),Weapon_parts,,2,832,"48,555",,0,
cfcaf9ff-91a3-4eb1-b0fa-a7880f842dac,Mossberg 590A1 polymer stock (590A1),Weapon_parts,,2,840,"1,500",,0,
6b936175-3235-481f-9c59-51e6a2505449,Mesa Tactical Crosshair Hydraulic buffer tube (MT Crosshair),Weapon_parts,,2,"11,928","58,062",,0,
0eacd258-3bcb-4d37-87c7-aa12ab2747e9,Mossberg 590A1 Mesa Tactical LEO gen.1 stock adapter (590 LEO),Weapon_parts,,1,"1,456","11,865",,0,
